"url","page_type","status","final_url","title","meta_description","h1","h1_count","canonical","og_title","og_image","og_locale","jsonld_types","image_count","internal_link_count","notes"
"https://shutter-envy.co.uk/about/","page","200","https://shutter-envy.co.uk/about/","About Shutter Envy - Loughborough Shutters and Blinds","Learn about Shutter Envy, Loughborough’s experts in bespoke wooden shutters and blinds. Transform your home with high-quality window solutions.","Shutters, Blinds and Awnings in Loughborough","1","https://shutter-envy.co.uk/about/","About Shutter Envy - Loughborough Shutters and Blinds","https://shutter-envy.co.uk/wp-content/uploads/2024/09/7649e647-7b1a-4e29-85a7-bc5e389a211f-1024x768.jpg","en_US","Organization;Person;ImageObject;WebSite;ImageObject;WebPage;Person;ImageObject;Article;Organization;Person;ImageObject;WebSite;ImageObject;WebPage;Person;ImageObject;Article","12","18","og_locale=en_US"
"https://shutter-envy.co.uk/privacy/","legal","200","https://shutter-envy.co.uk/privacy/","Privacy - Shutter Envy","This privacy policy applies between you, the User of this Website, and Shutter Envy Ltd, the owner and provider of this Website. Shutter Envy Ltd takes the","","0","https://shutter-envy.co.uk/privacy/","Privacy - Shutter Envy","https://shutter-envy.co.uk/wp-content/uploads/2024/08/e0fee7_03210890ab994f92b0c0041f639aea66mv2.jpg","en_US","Organization;Person;ImageObject;WebSite;ImageObject;WebPage;Person;ImageObject;Article;Organization;Person;ImageObject;WebSite;ImageObject;WebPage;Person;ImageObject;Article","6","18","no_h1 | og_locale=en_US"
"https://shutter-envy.co.uk/reviews/","page","200","https://shutter-envy.co.uk/reviews/","Reviews – Shutter Envy Customer Feedback","Read customer reviews of Shutter Envy’s bespoke shutters and blinds. Discover why homeowners trust us for quality window solutions across the UK.","Reviews","1","https://shutter-envy.co.uk/reviews/","Reviews – Shutter Envy Customer Feedback","https://shutter-envy.co.uk/wp-content/uploads/2024/08/e0fee7_03210890ab994f92b0c0041f639aea66mv2.jpg","en_US","Organization;Person;ImageObject;WebSite;ImageObject;WebPage;Person;ImageObject;Article;Organization;Person;ImageObject;WebSite;ImageObject;WebPage;Person;ImageObject;Article","6","18","og_locale=en_US"
"https://shutter-envy.co.uk/site-map/","page","200","https://shutter-envy.co.uk/site-map/","Site Map - Shutter Envy","Site Map","H1 Title","2","https://shutter-envy.co.uk/site-map/","Site Map - Shutter Envy","https://shutter-envy.co.uk/wp-content/uploads/2024/08/e0fee7_03210890ab994f92b0c0041f639aea66mv2.jpg","en_US","Organization;Person;ImageObject;WebSite;ImageObject;WebPage;Person;ImageObject;Article;Organization;Person;ImageObject;WebSite;ImageObject;WebPage;Person;ImageObject;Article","6","32","multiple_h1_2 | og_locale=en_US"
"https://shutter-envy.co.uk/locations/","page","200","https://shutter-envy.co.uk/locations/","Shutter Installation Areas in Leicestershire | Shutter Envy","See where Shutter Envy fits made-to-measure shutters, blinds and awnings across Leicester, Loughborough, Melton Mowbray and nearby areas.","Shutter, Blind and Awning Installation Areas","1","https://shutter-envy.co.uk/locations/","Shutter Installation Areas in Leicestershire | Shutter Envy","https://shutter-envy.co.uk/wp-content/uploads/2024/08/e0fee7_03210890ab994f92b0c0041f639aea66mv2.jpg","en_US","Person;ImageObject;WebSite;CollectionPage;Person;ImageObject;WebSite;CollectionPage","6","30","og_locale=en_US"
"https://shutter-envy.co.uk/locations/shutters-in-loughborough/","location","200","https://shutter-envy.co.uk/locations/shutters-in-loughborough/","Plantation Shutters in Loughborough | Shutter Envy","Made-to-measure shutters in Loughborough, measured and fitted by award-winning specialists. Book your free home visit with Shutter Envy.","Made-to-Measure Shutters in Loughborough","1","https://shutter-envy.co.uk/locations/shutters-in-loughborough/","Plantation Shutters in Loughborough | Shutter Envy","https://shutter-envy.co.uk/wp-content/uploads/2024/08/e0fee7_03210890ab994f92b0c0041f639aea66mv2.jpg","en_US","","8","18","og_locale=en_US"
"https://shutter-envy.co.uk/locations/shutters-in-quorn/","location","200","https://shutter-envy.co.uk/locations/shutters-in-quorn/","Plantation Shutters in Quorn | Shutter Envy","Looking for shutters in Quorn? Shutter Envy supplies and fits made-to-measure plantation shutters in Quorn and nearby areas.","Made-to-Measure Shutters in Quorn","1","https://shutter-envy.co.uk/locations/shutters-in-quorn/","Plantation Shutters in Quorn | Shutter Envy","https://shutter-envy.co.uk/wp-content/uploads/2024/08/e0fee7_03210890ab994f92b0c0041f639aea66mv2.jpg","en_US","","8","18","og_locale=en_US"
"https://shutter-envy.co.uk/locations/shutters-in-rothley/","location","200","https://shutter-envy.co.uk/locations/shutters-in-rothley/","Plantation Shutters in Rothley | Shutter Envy","Made-to-measure shutters in Rothley by award-winning specialists. Shutter Envy offers home visits, measuring and professional fitting.","Made-to-Measure Shutters in Rothley","1","https://shutter-envy.co.uk/locations/shutters-in-rothley/","Plantation Shutters in Rothley | Shutter Envy","https://shutter-envy.co.uk/wp-content/uploads/2024/08/e0fee7_03210890ab994f92b0c0041f639aea66mv2.jpg","en_US","","8","18","og_locale=en_US"
"https://shutter-envy.co.uk/locations/shutters-in-barrow-upon-soar/","location","200","https://shutter-envy.co.uk/locations/shutters-in-barrow-upon-soar/","Plantation Shutters in Barrow upon Soar | Shutter Envy","Made-to-measure plantation shutters in Barrow upon Soar, supplied and fitted by Shutter Envy. Book your free home visit today.","Made-to-Measure Shutters in Barrow upon Soar","1","https://shutter-envy.co.uk/locations/shutters-in-barrow-upon-soar/","Plantation Shutters in Barrow upon Soar | Shutter Envy","https://shutter-envy.co.uk/wp-content/uploads/2024/08/e0fee7_03210890ab994f92b0c0041f639aea66mv2.jpg","en_US","","8","18","og_locale=en_US"
"https://shutter-envy.co.uk/locations/shutters-birstall/","location","200","https://shutter-envy.co.uk/locations/shutters-birstall/","Plantation Shutters in Birstall | Shutter Envy","Made-to-measure shutters in Birstall with professional measuring and fitting from Shutter Envy. Arrange a free home consultation.","Made-to-Measure Shutters in Birstall","1","https://shutter-envy.co.uk/locations/shutters-birstall/","Plantation Shutters in Birstall | Shutter Envy","https://shutter-envy.co.uk/wp-content/uploads/2024/08/e0fee7_03210890ab994f92b0c0041f639aea66mv2.jpg","en_US","","8","18","og_locale=en_US"
"https://shutter-envy.co.uk/locations/shutters-in-syston/","location","200","https://shutter-envy.co.uk/locations/shutters-in-syston/","Plantation Shutters in Syston | Shutter Envy","Looking for shutters in Syston? Shutter Envy offers made-to-measure plantation shutters with expert measuring and fitting.","Made-to-Measure Shutters in Syston","1","https://shutter-envy.co.uk/locations/shutters-in-syston/","Plantation Shutters in Syston | Shutter Envy","https://shutter-envy.co.uk/wp-content/uploads/2024/08/e0fee7_03210890ab994f92b0c0041f639aea66mv2.jpg","en_US","","8","18","og_locale=en_US"
"https://shutter-envy.co.uk/locations/shutters-groby/","location","200","https://shutter-envy.co.uk/locations/shutters-groby/","Plantation Shutters in Groby | Shutter Envy","Plantation shutters in Groby, measured and fitted by Shutter Envy. Book a free home visit for made-to-measure shutters in Groby.","Made-to-Measure Shutters in Groby","1","https://shutter-envy.co.uk/locations/shutters-groby/","Plantation Shutters in Groby | Shutter Envy","https://shutter-envy.co.uk/wp-content/uploads/2024/08/e0fee7_03210890ab994f92b0c0041f639aea66mv2.jpg","en_US","","8","18","og_locale=en_US"
"https://shutter-envy.co.uk/locations/shutters-sileby/","location","200","https://shutter-envy.co.uk/locations/shutters-sileby/","Plantation Shutters in Sileby | Shutter Envy","Made-to-measure shutters in Sileby with expert measuring, advice and fitting from Shutter Envy. Arrange a free home consultation.","Made-to-Measure Shutters in Sileby","1","https://shutter-envy.co.uk/locations/shutters-sileby/","Plantation Shutters in Sileby | Shutter Envy","https://shutter-envy.co.uk/wp-content/uploads/2024/08/e0fee7_03210890ab994f92b0c0041f639aea66mv2.jpg","en_US","","8","18","og_locale=en_US"
"https://shutter-envy.co.uk/locations/shutters-in-leicester/","location","200","https://shutter-envy.co.uk/locations/shutters-in-leicester/","Plantation Shutters in Leicester | Shutter Envy","Looking for shutters in Leicester? Shutter Envy supplies and fits made-to-measure plantation shutters across Leicester and nearby areas.","Made-to-Measure Shutters in Leicester","1","https://shutter-envy.co.uk/locations/shutters-in-leicester/","Plantation Shutters in Leicester | Shutter Envy","https://shutter-envy.co.uk/wp-content/uploads/2024/08/e0fee7_03210890ab994f92b0c0041f639aea66mv2.jpg","en_US","","8","18","og_locale=en_US"
"https://shutter-envy.co.uk/locations/shutters-melton-mowbray/","location","200","https://shutter-envy.co.uk/locations/shutters-melton-mowbray/","Plantation Shutters in Melton Mowbray | Shutter Envy","Made-to-measure shutters in Melton Mowbray with expert home visits, measuring and fitting. Speak to Shutter Envy for a free consultation.","Made-to-Measure Shutters in Melton Mowbray","1","https://shutter-envy.co.uk/locations/shutters-melton-mowbray/","Plantation Shutters in Melton Mowbray | Shutter Envy","https://shutter-envy.co.uk/wp-content/uploads/2024/08/e0fee7_03210890ab994f92b0c0041f639aea66mv2.jpg","en_US","","8","18","og_locale=en_US"
"https://shutter-envy.co.uk/locations/shutters-market-harborough/","location","200","https://shutter-envy.co.uk/locations/shutters-market-harborough/","Plantation Shutters in Market Harborough | Shutter Envy","Made-to-measure shutters in Market Harborough by award-winning, family-run specialists. Book a free home visit with Shutter Envy.","Made-to-Measure Shutters in Market Harborough","1","https://shutter-envy.co.uk/locations/shutters-market-harborough/","Plantation Shutters in Market Harborough | Shutter Envy","https://shutter-envy.co.uk/wp-content/uploads/2024/08/e0fee7_03210890ab994f92b0c0041f639aea66mv2.jpg","en_US","","8","18","og_locale=en_US"
"https://shutter-envy.co.uk/news/","blog_index","200","https://shutter-envy.co.uk/news/","News – Latest on Blinds and Wooden Shutters UK","Stay updated with the latest news on bespoke blinds, wooden shutters, and home design trends from Shutter Envy. Tips, updates, and inspiration.","Shutter Envy News","1","https://shutter-envy.co.uk/news/","News – Latest on Blinds and Wooden Shutters UK","https://shutter-envy.co.uk/wp-content/uploads/2024/08/e0fee7_03210890ab994f92b0c0041f639aea66mv2.jpg","en_US","Person;ImageObject;WebSite;CollectionPage;Person;ImageObject;WebSite;CollectionPage","29","41","og_locale=en_US"
"https://shutter-envy.co.uk/shutters-in-leicester-prices-timelines-quote-checklist/","blog_post","200","https://shutter-envy.co.uk/shutters-in-leicester-prices-timelines-quote-checklist/","Window Shutters Leicester | 2026 Cost & Installation Guide","Discover the real cost of shutters in Leicester. Our 2026 guide covers pricing factors, bay windows, material choices, and timelines for local homeowners.","Shutters in Leicester: Real-World Price Factors, Timelines & What Your Quote Should Include (2026)","1","https://shutter-envy.co.uk/shutters-in-leicester-prices-timelines-quote-checklist/","Window Shutters Leicester | 2026 Cost & Installation Guide","https://shutter-envy.co.uk/wp-content/uploads/2026/05/01-shutter-envy.jpeg","en_US","Organization;Person;ImageObject;WebSite;ImageObject;WebPage;Person;ImageObject;BlogPosting;Organization;Person;ImageObject;WebSite;ImageObject;WebPage;Person;ImageObject;BlogPosting","16","34","og_locale=en_US"
"https://shutter-envy.co.uk/modern-shutter-installations-in-charnwood-what-to-expect/","blog_post","200","https://shutter-envy.co.uk/modern-shutter-installations-in-charnwood-what-to-expect/","Modern Shutter Installation Charnwood | Shutter Envy","Expert plantation shutter installation in Charnwood. From Loughborough to Quorn, enjoy precision fit, bespoke designs, and local family service. Book today.","Modern Shutter Installations in Charnwood: What to Expect","1","https://shutter-envy.co.uk/modern-shutter-installations-in-charnwood-what-to-expect/","Modern Shutter Installation Charnwood | Shutter Envy","https://shutter-envy.co.uk/wp-content/uploads/2026/04/Bay-window-shutters-in-Loughborough.jpeg","en_US","Organization;Person;ImageObject;WebSite;ImageObject;WebPage;Person;ImageObject;BlogPosting;Organization;Person;ImageObject;WebSite;ImageObject;WebPage;Person;ImageObject;BlogPosting","16","25","og_locale=en_US"
"https://shutter-envy.co.uk/pairing-bespoke-shutters-with-your-homes-architecture-in-the-east-midlands/","blog_post","200","https://shutter-envy.co.uk/pairing-bespoke-shutters-with-your-homes-architecture-in-the-east-midlands/","Pairing Bespoke Shutters with Your Home’s Architecture in the East Midlands | Shutter Envy","Learn how to match bespoke shutters to different property styles across the East Midlands, from period homes to modern new builds.","Pairing Bespoke Shutters with Your Home’s Architecture in the East Midlands","1","https://shutter-envy.co.uk/pairing-bespoke-shutters-with-your-homes-architecture-in-the-east-midlands/","Pairing Bespoke Shutters with Your Home’s Architecture in the East Midlands | Shutter Envy","https://shutter-envy.co.uk/wp-content/uploads/2025/10/shutters-new-and-old.jpeg","en_US","Organization;Person;ImageObject;WebSite;ImageObject;WebPage;Person;ImageObject;BlogPosting;Organization;Person;ImageObject;WebSite;ImageObject;WebPage;Person;ImageObject;BlogPosting","15","28","og_locale=en_US"
"https://shutter-envy.co.uk/kitchen-shutter-install-in-woodhouse-leicestershire/","blog_post","200","https://shutter-envy.co.uk/kitchen-shutter-install-in-woodhouse-leicestershire/","Kitchen Shutters in Woodhouse, Leicestershire | Shutter Envy","See a recent kitchen shutter installation in Woodhouse, Leicestershire. A practical choice for moisture resistance, privacy and a clean, fitted finish.","Kitchen Shutters in Woodhouse, Leicestershire","1","https://shutter-envy.co.uk/kitchen-shutter-install-in-woodhouse-leicestershire/","Kitchen Shutters in Woodhouse, Leicestershire | Shutter Envy","https://shutter-envy.co.uk/wp-content/uploads/2025/08/DSCF3115.webp","en_US","Organization;Person;ImageObject;WebSite;ImageObject;WebPage;Person;ImageObject;BlogPosting;Organization;Person;ImageObject;WebSite;ImageObject;WebPage;Person;ImageObject;BlogPosting","16","28","og_locale=en_US"
"https://shutter-envy.co.uk/bespoke-arched-window-shutters-shutter-envy-leicestershire/","blog_post","200","https://shutter-envy.co.uk/bespoke-arched-window-shutters-shutter-envy-leicestershire/","Arched Window Shutters in Leicestershire | Shutter Envy","See a recent arched window shutter installation in Leicestershire and how made-to-measure shutters can suit unusual window shapes without compromising style.","Arched Window Shutters in Leicestershire","1","https://shutter-envy.co.uk/bespoke-arched-window-shutters-shutter-envy-leicestershire/","Arched Window Shutters in Leicestershire | Shutter Envy","https://shutter-envy.co.uk/wp-content/uploads/2025/10/791727670-492205870_1034799845378954_5904380556126446477_n-Large.jpeg","en_US","Organization;Person;ImageObject;WebSite;ImageObject;WebPage;Person;ImageObject;BlogPosting;Organization;Person;ImageObject;WebSite;ImageObject;WebPage;Person;ImageObject;BlogPosting","17","28","og_locale=en_US"
"https://shutter-envy.co.uk/versatile-tier-on-tier-shutters-shutter-envy-leicestershire/","blog_post","200","https://shutter-envy.co.uk/versatile-tier-on-tier-shutters-shutter-envy-leicestershire/","Tier-on-Tier Shutters in Leicestershire | Shutter Envy","See a recent tier-on-tier shutter installation in Leicestershire and how this style gives flexible privacy and light control for traditional windows.","Tier-on-Tier Shutters in Leicestershire","1","https://shutter-envy.co.uk/versatile-tier-on-tier-shutters-shutter-envy-leicestershire/","Tier-on-Tier Shutters in Leicestershire | Shutter Envy","https://shutter-envy.co.uk/wp-content/uploads/2025/10/791728753-485009890_1009040757954863_684415294911763627_n.jpg","en_US","Organization;Person;ImageObject;WebSite;ImageObject;WebPage;Person;ImageObject;BlogPosting;Organization;Person;ImageObject;WebSite;ImageObject;WebPage;Person;ImageObject;BlogPosting","15","27","og_locale=en_US"
"https://shutter-envy.co.uk/bi-folding-door-shutters-installation-in-leicestershire/","blog_post","200","https://shutter-envy.co.uk/bi-folding-door-shutters-installation-in-leicestershire/","Bi-fold Door Shutters in Leicestershire | Shutter Envy","View a recent bi-fold door shutter installation in Leicestershire and see how made-to-measure shutters can improve privacy, light control and everyday practicality.","Bi-folding Door Shutters Installation in Leicestershire","1","https://shutter-envy.co.uk/bi-folding-door-shutters-installation-in-leicestershire/","Bi-fold Door Shutters in Leicestershire | Shutter Envy","https://shutter-envy.co.uk/wp-content/uploads/2025/10/791726814-499549747_1054557146736557_3501241845264051156_n-1.jpg","en_US","Organization;Person;ImageObject;WebSite;ImageObject;WebPage;Person;ImageObject;BlogPosting;Organization;Person;ImageObject;WebSite;ImageObject;WebPage;Person;ImageObject;BlogPosting","15","27","og_locale=en_US"
"https://shutter-envy.co.uk/custom-shutters-for-new-build-home-in-loughborough/","blog_post","200","https://shutter-envy.co.uk/custom-shutters-for-new-build-home-in-loughborough/","Custom Shutters for a New Build Home in Loughborough | Shutter Envy","See how custom shutters can suit a new build home in Loughborough, combining a clean contemporary look with privacy, light control and a made-to-measure fit.","Custom Shutters for New Build Home in Loughborough","1","https://shutter-envy.co.uk/custom-shutters-for-new-build-home-in-loughborough/","Custom Shutters for a New Build Home in Loughborough | Shutter Envy","https://shutter-envy.co.uk/wp-content/uploads/2025/10/03-new-build-home-shutters-and-blinds-shutter-envy.jpeg","en_US","Organization;Person;ImageObject;WebSite;ImageObject;WebPage;Person;ImageObject;BlogPosting;Organization;Person;ImageObject;WebSite;ImageObject;WebPage;Person;ImageObject;BlogPosting","18","25","og_locale=en_US"
"https://shutter-envy.co.uk/bypass-track-shutter-in-mountsorrel/","blog_post","200","https://shutter-envy.co.uk/bypass-track-shutter-in-mountsorrel/","Bypass Track Shutters in Mountsorrel | Shutter Envy","See a recent bypass track shutter installation in Mountsorrel. A practical solution for patio doors, bi-folds and wide openings with smooth operation and clean styling.","Bypass Track Shutter in Mountsorrel","1","https://shutter-envy.co.uk/bypass-track-shutter-in-mountsorrel/","Bypass Track Shutters in Mountsorrel | Shutter Envy","https://shutter-envy.co.uk/wp-content/uploads/2025/10/bypass.jpg","en_US","Organization;Person;ImageObject;WebSite;ImageObject;WebPage;Person;ImageObject;BlogPosting;Organization;Person;ImageObject;WebSite;ImageObject;WebPage;Person;ImageObject;BlogPosting","13","24","og_locale=en_US"
"https://shutter-envy.co.uk/plantation-shutters-in-loughborough-why-local-homeowners-are-choosing-shutter-envy/","blog_post","200","https://shutter-envy.co.uk/plantation-shutters-in-loughborough-why-local-homeowners-are-choosing-shutter-envy/","Plantation Shutters in Loughborough: Why Local Homeowners Are Choosing Shutter Envy","Plantation shutters in Loughborough are growing in popularity. Discover why local homeowners choose Shutter Envy for style, privacy and lasting value.","Plantation Shutters in Loughborough: Why Local Homeowners Are Choosing Shutter Envy","1","https://shutter-envy.co.uk/plantation-shutters-in-loughborough-why-local-homeowners-are-choosing-shutter-envy/","Plantation Shutters in Loughborough: Why Local Homeowners Are Choosing Shutter Envy","https://shutter-envy.co.uk/wp-content/uploads/2026/04/ChatGPT-Image-Apr-23-2026-04_37_13-PM.jpeg","en_US","Organization;Person;ImageObject;WebSite;ImageObject;WebPage;Person;ImageObject;BlogPosting;Organization;Person;ImageObject;WebSite;ImageObject;WebPage;Person;ImageObject;BlogPosting","16","26","og_locale=en_US"
